"Category","OldName","NewName"
"Eclairage","014-Perche-a-selfie-R1S-L-3000.jpg","002-Perche-a-selfie-R1S-L-3000.jpg"
"Eclairage","002-Ring-light-14-pouces-7500.png","003-Ring-light-14-pouces-7500.png"
"Eclairage","003-Ring-light-18-pouces-15000.png","004-Ring-light-18-pouces-15000.png"
"Eclairage","001-Ring-light-LED-12-pouces-6000.png","005-Ring-light-LED-12-pouces-6000.png"
"Eclairage","004-Ring-light-RGB-14-pouces-7500.png","006-Ring-light-RGB-14-pouces-7500.png"
"Eclairage","005-Ring-light-RGB-18-pouces-15000.png","007-Ring-light-RGB-18-pouces-15000.png"
"Eclairage","015-Selfie-stick-avec-double-lumiere-5500.png","008-Selfie-stick-avec-double-lumiere-5500.png"
"Eclairage","015-Trepied-leger-multifonction-3500.png","009-Trepied-leger-multifonction-3500.png"
"Eclairage","016-Trepied-suiveur-intelligent-9500.png","010-Trepied-suiveur-intelligent-9500.png"
"Eclairage","013-Eclairage-LED-professionnel-9500.png","011-Eclairage-LED-professionnel-9500.png"
"Eclairage","012-Eclairage-LED-rechargeable-23000.png","012-Eclairage-LED-rechargeable-23000.png"
"Eclairage","011-Eclairage-parfait-pour-creations-18000.png","013-Eclairage-parfait-pour-creations-18000.png"
"Eclairage","009-Lampe-d-eclairage-photo-et-direct-PL-48-13500.png","014-Lampe-d-eclairage-photo-et-direct-PL-48-13500.png"
"Eclairage","022-Lampe-de-remplissage-RGB-a-clip-4000.png","015-Lampe-de-remplissage-RGB-a-clip-4000.png"
"Eclairage","007-Lampe-video-LED-RL-1800-13000.png","016-Lampe-video-LED-RL-1800-13000.png"
"Eclairage","006-Lampe-video-LED-RL-900-10000.png","017-Lampe-video-LED-RL-900-10000.png"
"Eclairage","009-Lumiere-LED-RGB-studio-20000.png","018-Lumiere-LED-RGB-studio-20000.png"
"Eclairage","010-Lumiere-spot-RGB-sans-filtre-15000.png","019-Lumiere-spot-RGB-sans-filtre-15000.png"
"Eclairage","020-Bande-LED-10-metres-5500.png","020-Bande-LED-10-metres-5500.png"
"Eclairage","021-Bande-LED-neon-360-9500.png","021-Bande-LED-neon-360-9500.png"
"Eclairage","019-Bande-lumineuse-neon-silicone-5500.png","022-Bande-lumineuse-neon-silicone-5500.png"
"Eclairage","017-Guirlande-lumineuse-LED-5-m-4500.png","023-Guirlande-lumineuse-LED-5-m-4500.png"
"Eclairage","018-Ruban-LED-intelligent-4500.png","024-Ruban-LED-intelligent-4500.png"
"Eclairage","008-Lampe-d-appoint-LED-professionnelle-9000.png","025-Lampe-d-appoint-LED-professionnelle-9000.png"
"Maison","001-Aspirateur-a-acariens-et-masseur-tactile-9500.png","001-Aspirateur-a-acariens-et-masseur-tactile-9500.png"
"Maison","002-Aspirateur-sans-fil-voiture-6500.png","002-Aspirateur-sans-fil-voiture-6500.png"
"Maison","003-Lampe-ventilateur-2-en-1-5000.png","003-Lampe-ventilateur-2-en-1-5000.png"
"Maison","004-Mini-climatiseur-portable-5000.png","004-Mini-climatiseur-portable-5000.png"
"Maison","005-Mini-ventilateur-brumisateur-2500.png","005-Mini-ventilateur-brumisateur-2500.png"
"Maison","006-Refroidisseur-d-air-ultra-rapide-6500.png","006-Refroidisseur-d-air-ultra-rapide-6500.png"
"Maison","007-Ventilateur-a-pince-flexible-2000.png","007-Ventilateur-a-pince-flexible-2000.png"
"Maison","008-Ventilateur-de-bureau-pliable-3500.png","008-Ventilateur-de-bureau-pliable-3500.png"
"Maison","009-Ventilateur-portable-humidificateur-6000.png","009-Ventilateur-portable-humidificateur-6000.png"
"Maison","010-Balai-rotatif-lavage-essorage-7500.png","010-Balai-rotatif-lavage-essorage-7500.png"
"Maison","011-Brosse-de-nettoyage-electrique-7-en-1-9500.png","011-Brosse-de-nettoyage-electrique-7-en-1-9500.png"
"Maison","012-Diffuseur-d-arome-effet-flamme-5000.png","012-Diffuseur-d-arome-effet-flamme-5000.png"
"Maison","013-Diffuseur-d-aromes-effet-flamme-realiste-6500.png","013-Diffuseur-d-aromes-effet-flamme-realiste-6500.png"
"Maison","014-Humidificateur-cristal-5000.png","014-Humidificateur-cristal-5000.png"
"Maison","015-Humidificateur-d-air-16-h-7000.png","015-Humidificateur-d-air-16-h-7000.png"
"Maison","016-Humidificateur-d-air-lumineux-3500.png","016-Humidificateur-d-air-lumineux-3500.png"
"Maison","017-Humidificateur-et-projecteur-etoile-4000.png","017-Humidificateur-et-projecteur-etoile-4000.png"
"Maison","018-Ampoule-anti-moustiques-2000.png","018-Ampoule-anti-moustiques-2000.png"
"Maison","019-Camera-de-securite-360-9500.png","019-Camera-de-securite-360-9500.png"
"Maison","020-Fer-a-repasser-electrique-haute-performance-7500.png","020-Fer-a-repasser-electrique-haute-performance-7500.png"
"Maison","021-Lampe-acrylique-lumineuse-LED-5000.png","021-Lampe-acrylique-lumineuse-LED-5000.png"
"Maison","022-Lampe-de-bureau-led-portable-3000.png","022-Lampe-de-bureau-led-portable-3000.png"
"Maison","023-Lampe-de-nuit-a-detection-ventouse-2500.png","023-Lampe-de-nuit-a-detection-ventouse-2500.png"
"Maison","024-Mini-machine-a-coudre-8500.png","024-Mini-machine-a-coudre-8500.png"
"Maison","025-Pompe-a-eau-elegante-3000.png","025-Pompe-a-eau-elegante-3000.png"
"Maison","026-Porte-bebe-securise-et-confortable-5000.png","026-Porte-bebe-securise-et-confortable-5000.png"
"Maison","027-Porte-brosse-a-dents-intelligent-6500.png","027-Porte-brosse-a-dents-intelligent-6500.png"
"Maison","028-Rasoir-anti-bouloches-2500.png","028-Rasoir-anti-bouloches-2500.png"
"Maison","029-Support-mural-TV-pour-ecran-plat-3500.png","029-Support-mural-TV-pour-ecran-plat-3500.png"
"Maison","030-Support-mural-TV-reglable-3000.png","030-Support-mural-TV-reglable-3000.png"
"Rangement","001-Etagere-a-chaussures-20-paires-8500.png","001-Etagere-a-chaussures-20-paires-8500.png"
"Rangement","002-Etagere-a-chaussures-3-en-1-7500.png","002-Etagere-a-chaussures-3-en-1-7500.png"
"Rangement","003-Etagere-a-chaussures-multifonction-6500.png","003-Etagere-a-chaussures-multifonction-6500.png"
"Rangement","004-Meuble-a-chaussures-anti-poussiere-8500.png","004-Meuble-a-chaussures-anti-poussiere-8500.png"
"Rangement","005-Range-chaussures-2-niveaux-4500.png","005-Range-chaussures-2-niveaux-4500.png"
"Rangement","006-Penderie-gain-de-place-7500.png","006-Penderie-gain-de-place-7500.png"
"Rangement","007-Portant-a-vetements-multifonction-7500.png","007-Portant-a-vetements-multifonction-7500.png"
"Rangement","008-Portant-a-vetements-multifonction-ferme-11000.png","008-Portant-a-vetements-multifonction-ferme-11000.png"
"Rangement","009-Portant-a-vetements-multifonction-premium-12000.png","009-Portant-a-vetements-multifonction-premium-12000.png"
"Rangement","010-Portant-a-vetements-rotatif-360-8000.png","010-Portant-a-vetements-rotatif-360-8000.png"
"Rangement","011-Portant-a-vetements-sur-pied-13000.png","011-Portant-a-vetements-sur-pied-13000.png"
"Rangement","012-Porte-manteau-a-roulettes-360-6500.png","012-Porte-manteau-a-roulettes-360-6500.png"
"Rangement","013-Porte-manteau-avec-etageres-a-chaussures-13000.png","013-Porte-manteau-avec-etageres-a-chaussures-13000.png"
"Rangement","014-Porte-manteau-multifonction-8500.png","014-Porte-manteau-multifonction-8500.png"
"Rangement","015-Commode-de-rangement-4-tiroirs-22000.png","015-Commode-de-rangement-4-tiroirs-22000.png"
"Rangement","016-Etagere-d-angle-salle-de-bain-8500.png","016-Etagere-d-angle-salle-de-bain-8500.png"
"Rangement","017-Etagere-de-bureau-multifonction-4000.png","017-Etagere-de-bureau-multifonction-4000.png"
"Rangement","018-Etagere-de-rangement-compacte-4000.png","018-Etagere-de-rangement-compacte-4000.png"
"Rangement","019-Etagere-fermee-anti-poussiere-13000.png","019-Etagere-fermee-anti-poussiere-13000.png"
"Rangement","020-Etagere-WC-multifonction-9500.png","020-Etagere-WC-multifonction-9500.png"
"Rangement","021-Rangement-d-entree-3-en-1-8500.png","021-Rangement-d-entree-3-en-1-8500.png"
"Rangement","022-Rangement-intelligent-du-quotidien-12000.png","022-Rangement-intelligent-du-quotidien-12000.png"
"Rangement","023-Rangement-intelligent-salle-de-bain-17500.png","023-Rangement-intelligent-salle-de-bain-17500.png"
"Rangement","024-Support-a-poubelle-avec-rangement-11000.png","024-Support-a-poubelle-avec-rangement-11000.png"
"Rangement","025-Petite-table-d-appoint-elegante-fonctionnelle-4000.png","025-Petite-table-d-appoint-elegante-fonctionnelle-4000.png"
"Rangement","026-Sechoir-pliant-multifonction-9500.png","026-Sechoir-pliant-multifonction-9500.png"
"Rangement","027-Table-d-appoint-papillon-5000.png","027-Table-d-appoint-papillon-5000.png"
"Sante-Bien-etre","001-Bain-de-pieds-chaud-et-relaxant-14500.png","001-Bain-de-pieds-chaud-et-relaxant-14500.png"
"Sante-Bien-etre","002-Etireur-lombaire-5000.png","002-Etireur-lombaire-5000.png"
"Sante-Bien-etre","003-Masseur-cervical-intelligent-3500.png","003-Masseur-cervical-intelligent-3500.png"
"Sante-Bien-etre","004-Masseur-corporel-6-en-1-8500.png","004-Masseur-corporel-6-en-1-8500.png"
"Sante-Bien-etre","005-Masseur-cranien-relaxant-6500.png","005-Masseur-cranien-relaxant-6500.png"
"Sante-Bien-etre","006-Masseur-de-cou-et-d-epaules-8500.png","006-Masseur-de-cou-et-d-epaules-8500.png"
"Sante-Bien-etre","007-Mini-masseur-corps-et-relaxation-7500.png","007-Mini-masseur-corps-et-relaxation-7500.png"
"Sante-Bien-etre","008-Pistolet-de-massage-5-tetes-0000.png","008-Pistolet-de-massage-5-tetes-0000.png"
"Sante-Bien-etre","009-Correcteur-de-posture-femme-3500.png","009-Correcteur-de-posture-femme-3500.png"
"Sante-Bien-etre","010-Correcteur-de-posture-homme-6000.png","010-Correcteur-de-posture-homme-6000.png"
"Sante-Bien-etre","011-Glucometre-5500.png","011-Glucometre-5500.png"
"Sante-Bien-etre","012-Pese-personne-intelligent-5500.png","012-Pese-personne-intelligent-5500.png"
"Sante-Bien-etre","013-Surveillance-pression-arterielle-5000.png","013-Surveillance-pression-arterielle-5000.png"
"Sante-Bien-etre","014-Tensiometre-electronique-7000.png","014-Tensiometre-electronique-7000.png"
"Sante-Bien-etre","015-Roue-abdominale-6000.png","015-Roue-abdominale-6000.png"
"Sante-Bien-etre","016-Roue-abdominale-a-rebond-automatique-9500.png","016-Roue-abdominale-a-rebond-automatique-9500.png"
