"Category","OldName","NewName","Status"
"Cuisine","021-Batteur-manuel-3500.png","006-Batteur-manuel-3500.png","Renamed"
"Cuisine","002-Blender-2-en-1-15000.png","007-Blender-2-en-1-15000.png","Renamed"
"Cuisine","030-Boite-a-riz-anti-insectes-9000.png","008-Boite-a-riz-anti-insectes-9000.png","Renamed"
"Cuisine","031-Boites-a-epices-magnetiques-3000.png","009-Boites-a-epices-magnetiques-3000.png","Renamed"
"Cuisine","023-Cafetiere-electrique-turque-3500.png","010-Cafetiere-electrique-turque-3500.png","Renamed"
"Cuisine","012-Coupe-frites-polyvalent-3500.png","011-Coupe-frites-polyvalent-3500.png","Renamed"
"Cuisine","029-DISTRIBUTEUR-DE-RIZ-12L-GRANDE-CAPACITE-10000.png","012-DISTRIBUTEUR-DE-RIZ-12L-GRANDE-CAPACITE-10000.png","Renamed"
"Cuisine","035-Egouttoir-a-couverts-3500.png","013-Egouttoir-a-couverts-3500.png","Renamed"
"Cuisine","034-Egouttoir-reglable-pour-evier-4000.png","014-Egouttoir-reglable-pour-evier-4000.png","Renamed"
"Cuisine","001-Ensemble-de-batterie-de-cuisine-10-pieces-12000.png","015-Ensemble-de-batterie-de-cuisine-10-pieces-12000.png","Renamed"
"Cuisine","037-Etagere-de-rangement-3-niveaux-4000.png","016-Etagere-de-rangement-3-niveaux-4000.png","Renamed"
"Cuisine","036-Etagere-reglable-sous-evier-5000.png","017-Etagere-reglable-sous-evier-5000.png","Renamed"
"Cuisine","028-Filtre-a-eau-transparent-5000.png","018-Filtre-a-eau-transparent-5000.png","Renamed"
"Cuisine","008-Hachage-rapide-cuisine-facile-2500.png","019-Hachage-rapide-cuisine-facile-2500.png","Renamed"
"Cuisine","009-Hachoir-a-ail-rapide-2500.png","020-Hachoir-a-ail-rapide-2500.png","Renamed"
"Cuisine","005-Hachoir-electrique-3L-8500.jpg","021-Hachoir-electrique-3L-8500.jpg","Renamed"
"Cuisine","006-Hachoir-electrique-intelligent-sans-fil-2500.png","022-Hachoir-electrique-intelligent-sans-fil-2500.png","Renamed"
"Cuisine","007-Hachoir-electrique-multifonction-9500.png","023-Hachoir-electrique-multifonction-9500.png","Renamed"
"Cuisine","010-Hachoir-polyvalent-manuel-5000.png","024-Hachoir-polyvalent-manuel-5000.png","Renamed"
"Cuisine","024-Lunch-box-electrique-7000.png","025-Lunch-box-electrique-7000.png","Renamed"
"Cuisine","011-Mandoline-de-cuisine-multifonction-6000.png","026-Mandoline-de-cuisine-multifonction-6000.png","Renamed"
"Cuisine","022-Melangeur-manuel-3000.png","027-Melangeur-manuel-3000.png","Renamed"
"Cuisine","038-Mini-blender-portable-3500.png","028-Mini-blender-portable-3500.png","Renamed"
"Cuisine","003-Mixeur-electrique-sans-fil-4000.png","029-Mixeur-electrique-sans-fil-4000.png","Renamed"
"Cuisine","004-Mixeur-multifonction-6000.png","030-Mixeur-multifonction-6000.png","Renamed"
"Cuisine","033-Organisateur-de-cuisine-rotatif-0000.png","031-Organisateur-de-cuisine-rotatif-0000.png","Renamed"
"Cuisine","027-Planche-a-decouper-antibacterienne-7000.png","032-Planche-a-decouper-antibacterienne-7000.png","Renamed"
"Cuisine","032-Pot-a-epices-retractable-1500.png","033-Pot-a-epices-retractable-1500.png","Renamed"
"Cuisine","016-Presse-agrumes-electrique-5500.png","034-Presse-agrumes-electrique-5500.png","Renamed"
"Cuisine","015-Rape-a-mais-multifonction-2500.png","035-Rape-a-mais-multifonction-2500.png","Renamed"
"Cuisine","025-Robinet-electrique-chauffage-instantane-12000.png","036-Robinet-electrique-chauffage-instantane-12000.png","Renamed"
"Cuisine","013-Trancheur-d-ananas-1500.png","037-Trancheur-d-ananas-1500.png","Renamed"
"Cuisine","014-Trancheuse-a-fromage-tout-en-un-4000.png","038-Trancheuse-a-fromage-tout-en-un-4000.png","Renamed"
"Eclairage","020-Bande-LED-10-metres-5500.png","001-Bande-LED-10-metres-5500.png","Renamed"
"Eclairage","021-Bande-LED-neon-360-9500.png","002-Bande-LED-neon-360-9500.png","Renamed"
"Eclairage","019-Bande-lumineuse-neon-silicone-5500.png","003-Bande-lumineuse-neon-silicone-5500.png","Renamed"
"Eclairage","013-Eclairage-LED-professionnel-9500.png","004-Eclairage-LED-professionnel-9500.png","Renamed"
"Eclairage","012-Eclairage-LED-rechargeable-23000.png","005-Eclairage-LED-rechargeable-23000.png","Renamed"
"Eclairage","011-Eclairage-parfait-pour-creations-18000.png","006-Eclairage-parfait-pour-creations-18000.png","Renamed"
"Eclairage","017-Guirlande-lumineuse-LED-5-m-4500.png","007-Guirlande-lumineuse-LED-5-m-4500.png","Renamed"
"Eclairage","008-Lampe-d-appoint-LED-professionnelle-9000.png","008-Lampe-d-appoint-LED-professionnelle-9000.png","AlreadyNamed"
"Eclairage","009-Lampe-d-eclairage-photo-et-direct-PL-48-13500.png","009-Lampe-d-eclairage-photo-et-direct-PL-48-13500.png","AlreadyNamed"
"Eclairage","022-Lampe-de-remplissage-RGB-a-clip-4000.png","010-Lampe-de-remplissage-RGB-a-clip-4000.png","Renamed"
"Eclairage","023-Lampe-magnetique-pour-selfie-4000.png","011-Lampe-magnetique-pour-selfie-4000.png","Renamed"
"Eclairage","007-Lampe-video-LED-RL-1800-13000.png","012-Lampe-video-LED-RL-1800-13000.png","Renamed"
"Eclairage","006-Lampe-video-LED-RL-900-10000.png","013-Lampe-video-LED-RL-900-10000.png","Renamed"
"Eclairage","009-Lumiere-LED-RGB-studio-20000.png","014-Lumiere-LED-RGB-studio-20000.png","Renamed"
"Eclairage","010-Lumiere-spot-RGB-sans-filtre-15000.png","015-Lumiere-spot-RGB-sans-filtre-15000.png","Renamed"
"Eclairage","014-Perche-a-selfie-R1S-L-3000.jpg","016-Perche-a-selfie-R1S-L-3000.jpg","Renamed"
"Eclairage","002-Ring-light-14-pouces-7500.png","017-Ring-light-14-pouces-7500.png","Renamed"
"Eclairage","003-Ring-light-18-pouces-15000.png","018-Ring-light-18-pouces-15000.png","Renamed"
"Eclairage","001-Ring-light-LED-12-pouces-6000.png","019-Ring-light-LED-12-pouces-6000.png","Renamed"
"Eclairage","004-Ring-light-RGB-14-pouces-7500.png","020-Ring-light-RGB-14-pouces-7500.png","Renamed"
"Eclairage","005-Ring-light-RGB-18-pouces-15000.png","021-Ring-light-RGB-18-pouces-15000.png","Renamed"
"Eclairage","018-Ruban-LED-intelligent-4500.png","022-Ruban-LED-intelligent-4500.png","Renamed"
"Eclairage","015-Selfie-stick-avec-double-lumiere-5500.png","023-Selfie-stick-avec-double-lumiere-5500.png","Renamed"
"Eclairage","016-Trepied-suiveur-intelligent-9500.png","024-Trepied-suiveur-intelligent-9500.png","Renamed"
"Maison","015-Ampoule-anti-moustiques-2000.png","001-Ampoule-anti-moustiques-2000.png","Renamed"
"Maison","001-Aspirateur-a-acariens-et-masseur-tactile-9500.png","002-Aspirateur-a-acariens-et-masseur-tactile-9500.png","Renamed"
"Maison","028-Aspirateur-cyclonique-puissant-0000.png","003-Aspirateur-cyclonique-puissant-0000.png","Renamed"
"Maison","002-Aspirateur-sans-fil-voiture-6500.png","004-Aspirateur-sans-fil-voiture-6500.png","Renamed"
"Maison","014-Camera-de-securite-360-9500.png","005-Camera-de-securite-360-9500.png","Renamed"
"Maison","013-Diffuseur-d-arome-effet-flamme-5000.png","006-Diffuseur-d-arome-effet-flamme-5000.png","Renamed"
"Maison","012-Diffuseur-d-aromes-effet-flamme-realiste-6500.png","007-Diffuseur-d-aromes-effet-flamme-realiste-6500.png","Renamed"
"Maison","021-Fer-a-repasser-electrique-haute-performance-7500.png","008-Fer-a-repasser-electrique-haute-performance-7500.png","Renamed"
"Maison","011-Humidificateur-cristal-5000.png","009-Humidificateur-cristal-5000.png","Renamed"
"Maison","010-Humidificateur-d-air-16-h-7000.png","010-Humidificateur-d-air-16-h-7000.png","AlreadyNamed"
"Maison","009-Humidificateur-d-air-lumineux-3500.png","011-Humidificateur-d-air-lumineux-3500.png","Renamed"
"Maison","008-Humidificateur-et-projecteur-etoile-4000.png","012-Humidificateur-et-projecteur-etoile-4000.png","Renamed"
"Maison","017-Lampe-acrylique-lumineuse-LED-5000.png","013-Lampe-acrylique-lumineuse-LED-5000.png","Renamed"
"Maison","018-Lampe-de-nuit-a-detection-ventouse-2500.png","014-Lampe-de-nuit-a-detection-ventouse-2500.png","Renamed"
"Maison","016-Lampe-ventilateur-2-en-1-5000.png","015-Lampe-ventilateur-2-en-1-5000.png","Renamed"
"Maison","023-Mini-machine-a-coudre-8500.png","016-Mini-machine-a-coudre-8500.png","Renamed"
"Maison","022-Mini-machine-a-laver-pliable-8L-0000.png","017-Mini-machine-a-laver-pliable-8L-0000.png","Renamed"
"Maison","005-Mini-ventilateur-brumisateur-2500.png","018-Mini-ventilateur-brumisateur-2500.png","Renamed"
"Maison","019-Pompe-a-eau-elegante-3000.png","019-Pompe-a-eau-elegante-3000.png","AlreadyNamed"
"Maison","025-Porte-bebe-securise-et-confortable-5000.png","020-Porte-bebe-securise-et-confortable-5000.png","Renamed"
"Maison","020-Porte-brosse-a-dents-intelligent-6500.png","021-Porte-brosse-a-dents-intelligent-6500.png","Renamed"
"Maison","024-Rasoir-anti-bouloches-2500.png","022-Rasoir-anti-bouloches-2500.png","Renamed"
"Maison","003-Refroidisseur-d-air-ultra-rapide-6500.png","023-Refroidisseur-d-air-ultra-rapide-6500.png","Renamed"
"Maison","027-Support-mural-TV-pour-ecran-plat-3500.png","024-Support-mural-TV-pour-ecran-plat-3500.png","Renamed"
"Maison","026-Support-mural-TV-reglable-3000.png","025-Support-mural-TV-reglable-3000.png","Renamed"
"Maison","006-Ventilateur-a-pince-flexible-2000.png","026-Ventilateur-a-pince-flexible-2000.png","Renamed"
"Maison","007-Ventilateur-de-bureau-pliable-3500.png","027-Ventilateur-de-bureau-pliable-3500.png","Renamed"
"Maison","004-Ventilateur-portable-humidificateur-6000.png","028-Ventilateur-portable-humidificateur-6000.png","Renamed"
"Rangement","017-Commode-de-rangement-4-tiroirs-22000.png","001-Commode-de-rangement-4-tiroirs-22000.png","Renamed"
"Rangement","001-Etagere-a-chaussures-3-en-1-7500.png","002-Etagere-a-chaussures-3-en-1-7500.png","Renamed"
"Rangement","002-Etagere-a-chaussures-multifonction-6500.png","003-Etagere-a-chaussures-multifonction-6500.png","Renamed"
"Rangement","019-Etagere-d-angle-salle-de-bain-8500.png","004-Etagere-d-angle-salle-de-bain-8500.png","Renamed"
"Rangement","015-Etagere-fermee-anti-poussiere-13000.png","005-Etagere-fermee-anti-poussiere-13000.png","Renamed"
"Rangement","021-Etagere-WC-multifonction-9500.png","006-Etagere-WC-multifonction-9500.png","Renamed"
"Rangement","003-Meuble-a-chaussures-anti-poussiere-8500.png","007-Meuble-a-chaussures-anti-poussiere-8500.png","Renamed"
"Rangement","013-Penderie-gain-de-place-7500.png","008-Penderie-gain-de-place-7500.png","Renamed"
"Rangement","008-Portant-a-vetements-multifonction-7500.png","009-Portant-a-vetements-multifonction-7500.png","Renamed"
"Rangement","009-Portant-a-vetements-multifonction-ferme-11000.png","010-Portant-a-vetements-multifonction-ferme-11000.png","Renamed"
"Rangement","006-Portant-a-vetements-multifonction-premium-12000.png","011-Portant-a-vetements-multifonction-premium-12000.png","Renamed"
"Rangement","010-Portant-a-vetements-rotatif-360-8000.png","012-Portant-a-vetements-rotatif-360-8000.png","Renamed"
"Rangement","007-Portant-a-vetements-sur-pied-13000.png","013-Portant-a-vetements-sur-pied-13000.png","Renamed"
"Rangement","011-Porte-manteau-avec-etageres-a-chaussures-13000.png","014-Porte-manteau-avec-etageres-a-chaussures-13000.png","Renamed"
"Rangement","012-Porte-manteau-multifonction-8500.png","015-Porte-manteau-multifonction-8500.png","Renamed"
"Rangement","005-Range-chaussures-2-niveaux-4500.png","016-Range-chaussures-2-niveaux-4500.png","Renamed"
"Rangement","004-Rangement-d-entree-3-en-1-8500.png","017-Rangement-d-entree-3-en-1-8500.png","Renamed"
"Rangement","018-Rangement-intelligent-du-quotidien-12000.png","018-Rangement-intelligent-du-quotidien-12000.png","AlreadyNamed"
"Rangement","020-Rangement-intelligent-salle-de-bain-17500.png","019-Rangement-intelligent-salle-de-bain-17500.png","Renamed"
"Rangement","014-Sechoir-pliant-multifonction-9500.png","020-Sechoir-pliant-multifonction-9500.png","Renamed"
"Rangement","020-Support-a-poubelle-avec-rangement-11000.png","021-Support-a-poubelle-avec-rangement-11000.png","Renamed"
"Rangement","016-Table-d-appoint-papillon-5000.png","022-Table-d-appoint-papillon-5000.png","Renamed"
"Sante-Bien-etre","006-Bain-de-pieds-chaud-et-relaxant-14500.png","001-Bain-de-pieds-chaud-et-relaxant-14500.png","Renamed"
"Sante-Bien-etre","008-Correcteur-de-posture-femme-3500.png","002-Correcteur-de-posture-femme-3500.png","Renamed"
"Sante-Bien-etre","009-Correcteur-de-posture-homme-6000.png","003-Correcteur-de-posture-homme-6000.png","Renamed"
"Sante-Bien-etre","007-Etireur-lombaire-5000.png","004-Etireur-lombaire-5000.png","Renamed"
"Sante-Bien-etre","012-Glucometre-5500.png","005-Glucometre-5500.png","Renamed"
"Sante-Bien-etre","001-Masseur-cervical-intelligent-3500.png","006-Masseur-cervical-intelligent-3500.png","Renamed"
"Sante-Bien-etre","004-Masseur-cranien-relaxant-6500.png","007-Masseur-cranien-relaxant-6500.png","Renamed"
"Sante-Bien-etre","003-Masseur-de-cou-et-d-epaules-8500.png","008-Masseur-de-cou-et-d-epaules-8500.png","Renamed"
"Sante-Bien-etre","005-Mini-masseur-corps-et-relaxation-7500.png","009-Mini-masseur-corps-et-relaxation-7500.png","Renamed"
"Sante-Bien-etre","013-Pese-personne-intelligent-5500.png","010-Pese-personne-intelligent-5500.png","Renamed"
"Sante-Bien-etre","002-Pistolet-de-massage-5-tetes-0000.png","011-Pistolet-de-massage-5-tetes-0000.png","Renamed"
"Sante-Bien-etre","015-Roue-abdominale-6000.png","012-Roue-abdominale-6000.png","Renamed"
"Sante-Bien-etre","014-Roue-abdominale-a-rebond-automatique-9500.png","013-Roue-abdominale-a-rebond-automatique-9500.png","Renamed"
"Sante-Bien-etre","011-Surveillance-pression-arterielle-5000.png","014-Surveillance-pression-arterielle-5000.png","Renamed"
"Sante-Bien-etre","010-Tensiometre-electronique-7000.png","015-Tensiometre-electronique-7000.png","Renamed"
